ID,Airport,City,Country
5921,Île des Pins Airport,Île des Pins,New Caledonia
5922,Fayzabad Airport,Faizabad,Afghanistan
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia
5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia
5927,Khoram Abad Airport,Khorram Abad,Iran
5928,Bam Airport,Bam,Iran
5929,Rafsanjan Airport,Rafsanjan,Iran
5930,Bojnord Airport,Bojnourd,Iran
5931,Sabzevar National Airport,Sabzevar,Iran
5932,Noshahr Airport,Noshahr,Iran
5933,Dasht-e Naz Airport,Dasht-e-naz,Iran
5934,Lar Airport,Lar,Iran
5935,Ardabil Airport,Ardabil,Iran
5936,Urmia Airport,Uromiyeh,Iran
5937,Al Ain International Airport,Al Ain,United Arab Emirates
5938,Bannu Airport,Bannu,Pakistan
5939,Bahawalpur Airport,Bahawalpur,Pakistan
5940,Chitral Airport,Chitral,Pakistan
5941,Dalbandin Airport,Dalbandin,Pakistan
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan
5944,Jiwani Airport,Jiwani,Pakistan
5945,Hyderabad Airport,Hyderabad,Pakistan
5946,Khuzdar Airport,Khuzdar,Pakistan
5947,Ormara Airport,Ormara Raik,Pakistan
5948,Parachinar Airport,Parachinar,Pakistan
5949,Skardu Airport,Skardu,Pakistan
5950,Sehwan Sharif Airport,Sehwan Sharif,Pakistan
5951,Turbat International Airport,Turbat,Pakistan
5952,Sulaymaniyah International Airport,Sulaymaniyah,Iraq
5953,Kamishly Airport,Kamishly,Syria
5954,Sayun International Airport,Sayun Intl,Yemen
5955,Bahia Piña Airport,Bahia Piña,Panama
5956,EL Real Airport,El Real,Panama
5957,Contadora Airport,Contadora Island,Panama
5958,Sambu Airport,Boca de Sábalo,Panama
5959,Adak Airport,Adak Island,United States
5960,Gustavus Airport,Gustavus,United States
5961,Skagway Airport,Skagway,United States
5962,Holy Cross Airport,Holy Cross,United States
5963,Haines Airport,Haines,United States
5964,Kalskag Airport,Kalskag,United States
5965,McGrath Airport,Mcgrath,United States
5966,Mountain Village Airport,Mountain Village,United States
5967,Aniak Airport,Aniak,United States
5968,Chevak Airport,Chevak,United States
5969,Wrangell Airport,Wrangell,United States
5970,Tadji Airport,Aitape,Papua New Guinea
5971,Gasmata Island Airport,Gasmata Island,Papua New Guinea
5972,Ihu Airport,Ihu,Papua New Guinea
5973,Nissan Island Airport,Nissan Island,Papua New Guinea
5974,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea
5975,Kandrian Airport,Kandrian,Papua New Guinea
5976,Kokoda Airport,Kokoda,Papua New Guinea
5977,Kamusi Airport,Kamusi,Papua New Guinea
5978,Lake Murray Airport,Lake Murray,Papua New Guinea
5979,Londolovit Airport,Londolovit,Papua New Guinea
5980,Losuia Airport,Losuia,Papua New Guinea
5981,Obo Airport,Obo,Papua New Guinea
5982,Balimo Airport,Balimo,Papua New Guinea
5983,Suki Airport,Suki,Papua New Guinea
5984,Tufi Airport,Tufi,Papua New Guinea
5985,Nuku Airport,Nuku,Papua New Guinea
5986,Baimuru Airport,Baimuru,Papua New Guinea
5987,Wipim Airport,Wipim,Papua New Guinea
5988,El Nido Airport,El Nido,Philippines
5989,Kalaupapa Airport,Molokai,United States
5990,Eniwetok Airport,Eniwetok Atoll,Marshall Islands
5991,Matsu Nangan Airport,Matsu Islands,Taiwan
5992,Hengchun Airport,Hengchun,Taiwan
5993,Matsu Beigan Airport,Matsu Islands,Taiwan
5994,Kushiro Airport,Kushiro,Japan
5995,Okadama Airport,Sapporo,Japan
5996,Saga Airport,Saga,Japan
5997,Nagoya Airport,Nagoya,Japan
5998,Iwami Airport,Iwami,Japan
5999,Fukushima Airport,Fukushima,Japan
6000,Odate Noshiro Airport,Odate Noshiro,Japan
6001,Shonai Airport,Shonai,Japan
6002,Miyakejima Airport,Miyakejima,Japan
6003,Kunsan Air Base,Kunsan,South Korea
6004,Mokpo Heliport,Mokpo,South Korea
6005,Wonju Airport,Wonju,South Korea
6006,Yangyang International Airport,Sokcho / Gangneung,South Korea
6007,Sacheon Air Base,Sacheon,South Korea
6008,Cheongju International Airport,Chongju,South Korea
6009,Subic Bay International Airport,Olongapo City,Philippines
6010,Cuyo Airport,Cuyo,Philippines
6011,Rajah Buayan Air Base,General Santos City,Philippines
6012,Camiguin Airport,Camiguin,Philippines
6013,Jolo Airport,Jolo,Philippines
6014,Sanga Sanga Airport,Sanga Sanga,Philippines
6016,Surigao Airport,Sangley Point,Philippines
6017,Tandag Airport,Tandag,Philippines
6018,Naga Airport,Naga,Philippines
6019,Basco Airport,Basco,Philippines
6020,San Fernando Airport,San Fernando,Philippines
6021,Tuguegarao Airport,Tuguegarao,Philippines
6022,Virac Airport,Virac,Philippines
6023,Calbayog Airport,Calbayog City,Philippines
6024,Catarman National Airport,Catarman,Philippines
6025,Moises R. Espinosa Airport,Masbate,Philippines
6026,Roxas Airport,Roxas City,Philippines
6027,General Enrique Mosconi Airport,Tartagal,Argentina
6028,Las Heras Airport,Las Heras,Argentina
6029,Antoine De St Exupery Airport,San Antonio Oeste,Argentina
6030,Lago Argentino Airport,El Calafate,Argentina
6031,Gobernador Gregores Airport,Gobernador Gregores,Argentina
6032,Santa Teresita Airport,Santa Teresita,Argentina
6033,Necochea Airport,Necochea,Argentina
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil
6036,Coronel Horácio de Mattos Airport,Lençóis,Brazil
6037,Macaé Airport,Macaé,Brazil
6038,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil
6039,Vitória da Conquista Airport,Vitória Da Conquista,Brazil
6040,Santa Maria Airport,Santa Maria,Brazil
6041,Toledo Airport,Toledo,Brazil
6042,Ricardo García Posada Airport,El Salvador,Chile
6043,Pucón Airport,Pucon,Chile
6044,Sorocaba Airport,Sorocaba,Brazil
6045,San Cristóbal Airport,San Cristóbal,Ecuador
6046,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador
6047,General Rivadeneira Airport,Esmeraldas,Ecuador
6048,Port Stanley Airport,Stanley,Falkland Islands
6049,Santa Ana Airport,Cartago,Colombia
6050,La Jagua Airport,Garzón,Colombia
6051,Caucaya Airport,Puerto Leguízamo,Colombia
6052,La Pedrera Airport,La Pedrera,Colombia
6053,Reyes Murillo Airport,Nuquí,Colombia
6054,Obando Airport,Puerto Inírida,Colombia
6055,El Yopal Airport,Yopal,Colombia
6056,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia
6057,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia
6058,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia
6059,Reyes Airport,Reyes,Bolivia
6060,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia
6061,Zorg en Hoop Airport,Paramaribo,Suriname
6062,Mucuri Airport,Mucuri,Brazil
6063,Boorama Airport,Boorama,Somalia
6064,Gatokae Airport,Gatokae,Solomon Islands
6065,Caballococha Airport,Caballococha,Peru
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru
6067,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru
6068,Maria Reiche Neuman Airport,Nazca,Peru
6069,Santa Rosa Airport,Santa Rosa,Brazil
6070,El Jagüel / Punta del Este Airport,Maldonado,Uruguay
6071,Escuela Mariscal Sucre Airport,Maracay,Venezuela
6072,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela
6073,Ji-Paraná Airport,Ji-Paraná,Brazil
6074,Codrington Airport,Codrington,Antigua and Barbuda
6075,La Désirade Airport,Grande Anse,Guadeloupe
6076,Baillif Airport,Basse Terre,Guadeloupe
6077,St-François Airport,St-François,Guadeloupe
6078,Les Bases Airport,Grand Bourg,Guadeloupe
6079,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis
6080,Virgin Gorda Airport,Spanish Town,British Virgin Islands
6081,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines
6082,Union Island International Airport,Union Island,Saint Vincent and the Grenadines
6083,Kokshetau Airport,Kokshetau,Kazakhstan
6084,Petropavlosk South Airport,Petropavlosk,Kazakhstan
6085,Zhezkazgan Airport,Zhezkazgan,Kazakhstan
6086,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan
6088,Kostanay West Airport,Kostanay,Kazakhstan
6089,Ganja Airport,Ganja,Azerbaijan
6090,Nakhchivan Airport,Nakhchivan,Azerbaijan
6091,Chulman Airport,Neryungri,Russia
6092,Polyarny Airport,Yakutia,Russia
6093,Chokurdakh Airport,Chokurdah,Russia
6094,Cherskiy Airport,Cherskiy,Russia
6095,Tiksi Airport,Tiksi,Russia
6096,Moyo Airport,Moyo,Uganda
6097,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia
6098,Ugolny Airport,Anadyr,Russia
6099,Okhotsk Airport,Okhotsk,Russia
6100,Ujae Atoll Airport,Ujae Atoll,Marshall Islands
6101,Mariupol International Airport,Mariupol International,Ukraine
6102,Luhansk International Airport,Lugansk,Ukraine
6103,Zaporizhzhia International Airport,Zaporozhye,Ukraine
6104,Kryvyi Rih International Airport,Krivoy Rog,Ukraine
6105,Kharkiv International Airport,Kharkov,Ukraine
6106,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine
6107,Chernivtsi International Airport,Chernovtsk,Ukraine
6108,Rivne International Airport,Rivne,Ukraine
6109,Uzhhorod International Airport,Uzhgorod,Ukraine
6110,Solovki Airport,Solovetsky Islands,Russia
6111,Cherepovets Airport,Cherepovets,Russia
6112,Amderma Airport,Amderma,Russia
6113,Kotlas Airport,Kotlas,Russia
6114,Petrozavodsk Airport,Petrozavodsk,Russia
6115,Hrodna Airport,Hrodna,Belarus
6116,Mogilev Airport,Mogilev,Belarus
6117,Yeniseysk Airport,Yeniseysk,Russia
6118,Kyzyl Airport,Kyzyl,Russia
6119,Spichenkovo Airport,Novokuznetsk,Russia
6120,Khatanga Airport,Khatanga,Russia
6121,Igarka Airport,Igarka,Russia
6122,Khankala Air Base,Grozny,Russia
6123,Nalchik Airport,Nalchik,Russia
6124,Beslan Airport,Beslan,Russia
6125,Elista Airport,Elista,Russia
6126,Aleknagik / New Airport,Aleknagik,United States
6127,Brookings Regional Airport,Brookings,United States
6128,Mercer County Airport,Bluefield,United States
6129,Kearney Municipal Airport,Kearney,United States
6130,Mid Delta Regional Airport,Greenville,United States
6131,Laughlin-Bullhead Intl,Bullhead,United States
6132,Kingman Airport,Kingman,United States
6133,Tri Cities Airport,Pasco,United States
6134,Akutan Seaplane Base,Akutan,United States
6135,Grant County Airport,Silver City,United States
6136,Lopez Island Airport,Lopez,United States
6137,Salekhard Airport,Salekhard,Russia
6138,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia
6139,Nyagan Airport,Nyagan,Russia
6140,Sovetskiy Airport,Sovetskiy,Russia
6141,Izhevsk Airport,Izhevsk,Russia
6142,Pobedilovo Airport,Kirov,Russia
6143,Nadym Airport,Nadym,Russia
6144,Raduzhny Airport,Raduzhnyi,Russia
6145,Nefteyugansk Airport,Nefteyugansk,Russia
6146,Kurgan Airport,Kurgan,Russia
6147,Khudzhand Airport,Khudzhand,Tajikistan
6148,Andizhan Airport,Andizhan,Uzbekistan
6149,Fergana International Airport,Fergana,Uzbekistan
6150,Namangan Airport,Namangan,Uzbekistan
6151,Nukus Airport,Nukus,Uzbekistan
6152,Urgench Airport,Urgench,Uzbekistan
6153,Karshi Khanabad Airport,Khanabad,Uzbekistan
6154,Termez Airport,Termez,Uzbekistan
6155,Staroselye Airport,Rybinsk,Russia
6156,Belgorod International Airport,Belgorod,Russia
6157,Kursk East Airport,Kursk,Russia
6158,Lipetsk Airport,Lipetsk,Russia
6159,Vorkuta Airport,Vorkuta,Russia
6160,Bugulma Airport,Bugulma,Russia
6161,Yoshkar-Ola Airport,Yoshkar-Ola,Russia
6162,Cheboksary Airport,Cheboksary,Russia
6163,Ulyanovsk East Airport,Ulyanovsk,Russia
6164,Orsk Airport,Orsk,Russia
6165,Penza Airport,Penza,Russia
6166,Saransk Airport,Saransk,Russia
6167,Balakovo Airport,Balakovo,Russia
6168,Hubli Airport,Hubli,India
6169,Koggala Airport,Koggala,Sri Lanka
6170,Weerawila Airport,Wirawila,Sri Lanka
6171,Battambang Airport,Battambang,Cambodia
6172,Shillong Airport,Shillong,India
6173,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India
6174,Dimapur Airport,Dimapur,India
6175,Tezpur Airport,Tezpur,India
6176,Barisal Airport,Barisal,Bangladesh
6177,Ban Huoeisay Airport,Huay Xai,Laos
6178,Kontum Airport,Kontum,Vietnam
6179,Bharatpur Airport,Bharatpur,Nepal
6180,Bhadrapur Airport,Chandragarhi,Nepal
6181,Meghauli Airport,Meghauli,Nepal
6182,Nepalgunj Airport,Nepalgunj,Nepal
6183,Gan International Airport,Gan Island,Maldives
6184,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives
6185,Kadhdhoo Airport,Laamu Atoll,Maldives
6186,Mae Sot Airport,Tak,Thailand
6187,Buon Ma Thuot Airport,Buonmethuot,Vietnam
6188,Cat Bi International Airport,Haiphong,Vietnam
6189,Cam Ranh Airport,Nha Trang,Vietnam
6190,Co Ong Airport,Conson,Vietnam
6191,Can Tho International Airport,Can Tho,Vietnam
6192,Dien Bien Phu Airport,Dienbienphu,Vietnam
6193,Phu Cat Airport,Phucat,Vietnam
6194,Pleiku Airport,Pleiku,Vietnam
6195,Vinh Airport,Vinh,Vietnam
6196,Banmaw Airport,Banmaw,Burma
6197,Dawei Airport,Dawei,Burma
6198,Kawthoung Airport,Kawthoung,Burma
6199,Loikaw Airport,Loikaw,Burma
6200,Mawlamyine Airport,Mawlamyine,Burma
6201,Pathein Airport,Pathein,Burma
6202,Pakhokku Airport,Pakhokku,Burma
6203,Sumbawa Besar Airport,Sumbawa Island,Indonesia
6204,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia
6205,Bokondini Airport,Bokondini-Papua Island,Indonesia
6206,Senggeh Airport,Senggeh-Papua Island,Indonesia
6207,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia
6208,Datadawai Airport,Datadawai-Borneo Island,Indonesia
6209,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia
6210,Warukin Airport,Tanjung-Borneo Island,Indonesia
6211,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia
6212,Dumatumbun Airport,Langgur-Kei Islands,Indonesia
6213,Mali Airport,Alor Island,Indonesia
6214,Belaga Airport,Belaga,Malaysia
6215,Long Lellang Airport,Long Datih,Malaysia
6216,Long Seridan Airport,Long Seridan,Malaysia
6217,Mukah Airport,Mukah,Malaysia
6218,Bakalalan Airport,Bakalalan,Malaysia
6219,Lawas Airport,Lawas,Malaysia
6220,Bario Airport,Bario,Malaysia
6221,Tomanggong Airport,Tomanggong,Malaysia
6222,Kudat Airport,Kudat,Malaysia
6223,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia
6224,Halim Perdanakusuma International Airport,Jakarta,Indonesia
6225,Ranai Airport,Ranai-Natuna Besar Island,Indonesia
6226,Pangsuma Airport,Putussibau-Borneo Island,Indonesia
6227,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia
6228,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia
6229,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia
6230,Pulau Pangkor Airport,Pangkor Island,Malaysia
6231,Stagen Airport,Laut Island,Indonesia
6232,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia
6233,Nunukan Airport,Nunukan-Nunukan Island,Indonesia
6234,Long Apung Airport,Long Apung-Borneo Island,Indonesia
6235,Albany Airport,Albany,Australia
6236,Argyle Airport,Argyle,Australia
6237,Aurukun Airport,Aurukun,Australia
6238,Barcaldine Airport,Barcaldine,Australia
6239,Badu Island Airport,Badu Island,Australia
6240,Birdsville Airport,Birdsville,Australia
6241,Broken Hill Airport,Broken Hill,Australia
6242,Hamilton Island Airport,Hamilton Island,Australia
6243,Bedourie Airport,Bedourie,Australia
6244,Bourke Airport,Bourke,Australia
6245,Burketown Airport,Burketown,Australia
6246,Boigu Airport,Boigu,Australia
6247,Oakey Airport,Oakey,Australia
6248,Boulia Airport,Boulia,Australia
6249,Bathurst Airport,Bathurst,Australia
6250,Blackwater Airport,Blackwater,Australia
6251,Carnarvon Airport,Carnarvon,Australia
6252,Cobar Airport,Cobar,Australia
6253,Coober Pedy Airport,Coober Pedy,Australia
6254,Coconut Island Airport,Coconut Island,Australia
6255,Cloncurry Airport,Cloncurry,Australia
6256,Ceduna Airport,Ceduna,Australia
6257,Cooktown Airport,Cooktown,Australia
6258,Cunnamulla Airport,Cunnamulla,Australia
6259,Coonamble Airport,Coonamble,Australia
6260,Coen Airport,Coen,Australia
6261,Cooma Snowy Mountains Airport,Cooma,Australia
6262,Doomadgee Airport,Doomadgee,Australia
6263,Darnley Island Airport,Darnley Island,Australia
6264,Devonport Airport,Devonport,Australia
6265,Elcho Island Airport,Elcho Island,Australia
6266,Esperance Airport,Esperance,Australia
6267,Flinders Island Airport,Flinders Island,Australia
6268,Geraldton Airport,Geraldton,Australia
6269,Gladstone Airport,Gladstone,Australia
6270,Groote Eylandt Airport,Groote Eylandt,Australia
6271,Griffith Airport,Griffith,Australia
6272,Horn Island Airport,Horn Island,Australia
6273,Hooker Creek Airport,Hooker Creek,Australia
6274,Mount Hotham Airport,Mount Hotham,Australia
6275,Hughenden Airport,Hughenden,Australia
6276,Julia Creek Airport,Julia Creek,Australia
6277,Kalbarri Airport,Kalbarri,Australia
6278,King Island Airport,King Island,Australia
6279,Kalkgurung Airport,Kalkgurung,Australia
6280,Karumba Airport,Karumba,Australia
6281,Kowanyama Airport,Kowanyama,Australia
6282,Kubin Airport,Kubin,Australia
6283,Leonora Airport,Leonora,Australia
6284,Lake Evella Airport,Lake Evella,Australia
6285,Lord Howe Island Airport,Lord Howe Island,Australia
6286,Lockhart River Airport,Lockhart River,Australia
6287,Lismore Airport,Lismore,Australia
6288,Lightning Ridge Airport,Lightning Ridge,Australia
6289,Longreach Airport,Longreach,Australia
6290,Leinster Airport,Leinster,Australia
6291,Laverton Airport,Laverton,Australia
6292,Mabuiag Island Airport,Mabuiag Island,Australia
6293,Meekatharra Airport,Meekatharra,Australia
6294,Merimbula Airport,Merimbula,Australia
6295,Milingimbi Airport,Milingimbi,Australia
6296,Maningrida Airport,Maningrida,Australia
6297,McArthur River Mine Airport,McArthur River Mine,Australia
6298,Mildura Airport,Mildura,Australia
6299,Mount Magnet Airport,Mount Magnet,Australia
6300,Moree Airport,Moree,Australia
6301,Moranbah Airport,Moranbah,Australia
6302,Moruya Airport,Moruya,Australia
6303,Mount Gambier Airport,Mount Gambier,Australia
6304,Mornington Island Airport,Mornington Island,Australia
6305,Murray Island Airport,Murray Island,Australia
6306,Maryborough Airport,Maryborough,Australia
6307,Narrandera Airport,Narrandera,Australia
6308,Narrabri Airport,Narrabri,Australia
6309,Normanton Airport,Normanton,Australia
6310,Newman Airport,Newman,Australia
6311,Olympic Dam Airport,Olympic Dam,Australia
6312,Port Augusta Airport,Argyle,Australia
6313,Palm Island Airport,Palm Island,Australia
6314,Paraburdoo Airport,Paraburdoo,Australia
6315,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands
6316,Gove Airport,Gove,Australia
6317,Parkes Airport,Parkes,Australia
6318,Port Lincoln Airport,Port Lincoln,Australia
6319,Pormpuraaw Airport,Pormpuraaw,Australia
6320,Port Macquarie Airport,Port Macquarie,Australia
6321,Portland Airport,Portland,Australia
6322,Quilpie Airport,Quilpie,Australia
6323,Ramingining Airport,Ramingining,Australia
6324,Roma Airport,Roma,Australia
6325,St George Airport,St George,Australia
6326,Shark Bay Airport,Shark Bay,Australia
6327,Saibai Island Airport,Saibai Island,Australia
6328,Strahan Airport,Strahan,Australia
6329,Thargomindah Airport,Thargomindah,Australia
6330,Tennant Creek Airport,Tennant Creek,Australia
6331,Victoria River Downs Airport,Victoria River Downs,Australia
6332,Warraber Island Airport,Sue Islet,Australia
6333,Windorah Airport,Windorah,Australia
6334,Whyalla Airport,Whyalla,Australia
6335,Wiluna Airport,Wiluna,Australia
6336,Wollongong Airport,Wollongong,Australia
6337,Winton Airport,Winton,Australia
6338,Wynyard Airport,Burnie,Australia
6339,Yorke Island Airport,Yorke Island,Australia
6340,Yam Island Airport,Yam Island,Australia
6341,Beijing Nanyuan Airport,Beijing,China
6342,Chifeng Airport,Chifeng,China
6343,Changzhi Airport,Changzhi,China
6344,Datong Airport,Datong,China
6345,Baita International Airport,Hohhot,China
6346,Baotou Airport,Baotou,China
6347,Shijiazhuang Daguocun International Airport,Shijiazhuang,China
6348,Tongliao Airport,Tongliao,China
6349,Ulanhot Airport,Ulanhot,China
6350,Xilinhot Airport,Xilinhot,China
6351,Beihai Airport,Beihai,China
6352,Changde Airport,Changde,China
6353,Dayong Airport,Dayong,China
6354,Meixian Airport,Meixian,China
6355,Zhuhai Jinwan Airport,Zhuhai,China
6356,Liuzhou Bailian Airport,Liuzhou,China
6357,Zhanjiang Airport,Zhanjiang,China
6358,Enshi Airport,Enshi,China
6359,Nanyang Jiangying Airport,Nanyang,China
6360,Xiangyang Liuji Airport,Xiangfan,China
6361,Yichang Sanxia Airport,Yichang,China
6362,Ankang Wulipu Airport,Ankang,China
